Index  Binary       Word      Braille6  Braille8  ShortBraille8  Braille8NumbersRaised                            
1613   11001001101  situate   ⠎⠊⠞⠥⠁⠞⠑   ⢎⣊⠞⢥⡁⠞⣑   ⢎ ⣊ ⠞ ⢥        2348 2478 2345 1368 17 2345 1578                 
1614   11001001110  six       ⠎⠊⠭       ⢎⣊⠭       ⢎ ⣊ ⠭          2348 2478 1346                                   
1615   11001001111  size      ⠎⠊⠵⠑      ⢎⣊⠵⣑      ⢎ ⣊ ⠵ ⣑        2348 2478 1356 1578                              
1616   11001010000  skate     ⠎⠅⠁⠞⠑     ⢎⠅⡁⠞⣑     ⢎ ⠅ ⡁ ⠞        2348 13 17 2345 1578                             
1617   11001010001  sketch    ⠎⠅⠑⠞⠉⠓    ⢎⠅⣑⠞⣉⢓    ⢎ ⠅ ⣑ ⠞        2348 13 1578 2345 1478 1258                      
1618   11001010010  ski       ⠎⠅⠊       ⢎⠅⣊       ⢎ ⠅ ⣊          2348 13 2478                                     
1619   11001010011  skill     ⠎⠅⠊⠇⠇     ⢎⠅⣊⡇⡇     ⢎ ⠅ ⣊ ⡇        2348 13 2478 1237 1237                           
1620   11001010100  skin      ⠎⠅⠊⠝      ⢎⠅⣊⠝      ⢎ ⠅ ⣊ ⠝        2348 13 2478 1345                                
1621   11001010101  skirt     ⠎⠅⠊⠗⠞     ⢎⠅⣊⣗⠞     ⢎ ⠅ ⣊ ⣗        2348 13 2478 123578 2345                         
1622   11001010110  skull     ⠎⠅⠥⠇⠇     ⢎⠅⢥⡇⡇     ⢎ ⠅ ⢥ ⡇        2348 13 1368 1237 1237                           
1623   11001010111  slab      ⠎⠇⠁⠃      ⢎⡇⡁⠃      ⢎ ⡇ ⡁ ⠃        2348 1237 17 12                                  
1624   11001011000  slam      ⠎⠇⠁⠍      ⢎⡇⡁⢍      ⢎ ⡇ ⡁ ⢍        2348 1237 17 1348                                
1625   11001011001  sleep     ⠎⠇⠑⠑⠏     ⢎⡇⣑⣑⣏     ⢎ ⡇ ⣑ ⣑        2348 1237 1578 1578 123478                       
1626   11001011010  slender   ⠎⠇⠑⠝⠙⠑⠗   ⢎⡇⣑⠝⡙⣑⣗   ⢎ ⡇ ⣑ ⠝        2348 1237 1578 1345 1457 1578 123578             
1627   11001011011  slice     ⠎⠇⠊⠉⠑     ⢎⡇⣊⣉⣑     ⢎ ⡇ ⣊ ⣉        2348 1237 2478 1478 1578                         
1628   11001011100  slide     ⠎⠇⠊⠙⠑     ⢎⡇⣊⡙⣑     ⢎ ⡇ ⣊ ⡙        2348 1237 2478 1457 1578                         
1629   11001011101  slight    ⠎⠇⠊⠛⠓⠞    ⢎⡇⣊⠛⢓⠞    ⢎ ⡇ ⣊ ⠛        2348 1237 2478 1245 1258 2345                    
1630   11001011110  slim      ⠎⠇⠊⠍      ⢎⡇⣊⢍      ⢎ ⡇ ⣊ ⢍        2348 1237 2478 1348                              
1631   11001011111  slogan    ⠎⠇⠕⠛⠁⠝    ⢎⡇⢕⠛⡁⠝    ⢎ ⡇ ⢕ ⠛        2348 1237 1358 1245 17 1345                      
1632   11001100000  slot      ⠎⠇⠕⠞      ⢎⡇⢕⠞      ⢎ ⡇ ⢕ ⠞        2348 1237 1358 2345                              
1633   11001100001  slow      ⠎⠇⠕⠺      ⢎⡇⢕⣺      ⢎ ⡇ ⢕ ⣺        2348 1237 1358 245678                            
1634   11001100010  slush     ⠎⠇⠥⠎⠓     ⢎⡇⢥⢎⢓     ⢎ ⡇ ⢥ ⢎        2348 1237 1368 2348 1258                         
1635   11001100011  small     ⠎⠍⠁⠇⠇     ⢎⢍⡁⡇⡇     ⢎ ⢍ ⡁ ⡇        2348 1348 17 1237 1237                           
1636   11001100100  smart     ⠎⠍⠁⠗⠞     ⢎⢍⡁⣗⠞     ⢎ ⢍ ⡁ ⣗        2348 1348 17 123578 2345                         
1637   11001100101  smile     ⠎⠍⠊⠇⠑     ⢎⢍⣊⡇⣑     ⢎ ⢍ ⣊ ⡇        2348 1348 2478 1237 1578                         
1638   11001100110  smoke     ⠎⠍⠕⠅⠑     ⢎⢍⢕⠅⣑     ⢎ ⢍ ⢕ ⠅        2348 1348 1358 13 1578                           
1639   11001100111  smooth    ⠎⠍⠕⠕⠞⠓    ⢎⢍⢕⢕⠞⢓    ⢎ ⢍ ⢕ ⢕        2348 1348 1358 1358 2345 1258                    
1640   11001101000  snack     ⠎⠝⠁⠉⠅     ⢎⠝⡁⣉⠅     ⢎ ⠝ ⡁ ⣉        2348 1345 17 1478 13                             
1641   11001101001  snake     ⠎⠝⠁⠅⠑     ⢎⠝⡁⠅⣑     ⢎ ⠝ ⡁ ⠅        2348 1345 17 13 1578                             
1642   11001101010  snap      ⠎⠝⠁⠏      ⢎⠝⡁⣏      ⢎ ⠝ ⡁ ⣏        2348 1345 17 123478                              
1643   11001101011  sniff     ⠎⠝⠊⠋⠋     ⢎⠝⣊⢋⢋     ⢎ ⠝ ⣊ ⢋        2348 1345 2478 1248 1248                         
1644   11001101100  snow      ⠎⠝⠕⠺      ⢎⠝⢕⣺      ⢎ ⠝ ⢕ ⣺        2348 1345 1358 245678                            
1645   11001101101  soap      ⠎⠕⠁⠏      ⢎⢕⡁⣏      ⢎ ⢕ ⡁ ⣏        2348 1358 17 123478                              
1646   11001101110  soccer    ⠎⠕⠉⠉⠑⠗    ⢎⢕⣉⣉⣑⣗    ⢎ ⢕ ⣉ ⣉        2348 1358 1478 1478 1578 123578                  
1647   11001101111  social    ⠎⠕⠉⠊⠁⠇    ⢎⢕⣉⣊⡁⡇    ⢎ ⢕ ⣉ ⣊        2348 1358 1478 2478 17 1237                      
1648   11001110000  sock      ⠎⠕⠉⠅      ⢎⢕⣉⠅      ⢎ ⢕ ⣉ ⠅        2348 1358 1478 13                                
1649   11001110001  soda      ⠎⠕⠙⠁      ⢎⢕⡙⡁      ⢎ ⢕ ⡙ ⡁        2348 1358 1457 17                                
1650   11001110010  soft      ⠎⠕⠋⠞      ⢎⢕⢋⠞      ⢎ ⢕ ⢋ ⠞        2348 1358 1248 2345                              
1651   11001110011  solar     ⠎⠕⠇⠁⠗     ⢎⢕⡇⡁⣗     ⢎ ⢕ ⡇ ⡁        2348 1358 1237 17 123578                         
1652   11001110100  soldier   ⠎⠕⠇⠙⠊⠑⠗   ⢎⢕⡇⡙⣊⣑⣗   ⢎ ⢕ ⡇ ⡙        2348 1358 1237 1457 2478 1578 123578             
1653   11001110101  solid     ⠎⠕⠇⠊⠙     ⢎⢕⡇⣊⡙     ⢎ ⢕ ⡇ ⣊        2348 1358 1237 2478 1457                         
1654   11001110110  solution  ⠎⠕⠇⠥⠞⠊⠕⠝  ⢎⢕⡇⢥⠞⣊⢕⠝  ⢎ ⢕ ⡇ ⢥        2348 1358 1237 1368 2345 2478 1358 1345          
1655   11001110111  solve     ⠎⠕⠇⠧⠑     ⢎⢕⡇⣧⣑     ⢎ ⢕ ⡇ ⣧        2348 1358 1237 123678 1578                       
1656   11001111000  someone   ⠎⠕⠍⠑⠕⠝⠑   ⢎⢕⢍⣑⢕⠝⣑   ⢎ ⢕ ⢍ ⣑        2348 1358 1348 1578 1358 1345 1578               
1657   11001111001  song      ⠎⠕⠝⠛      ⢎⢕⠝⠛      ⢎ ⢕ ⠝ ⠛        2348 1358 1345 1245                              
1658   11001111010  soon      ⠎⠕⠕⠝      ⢎⢕⢕⠝      ⢎ ⢕ ⢕ ⠝        2348 1358 1358 1345                              
1659   11001111011  sorry     ⠎⠕⠗⠗⠽     ⢎⢕⣗⣗⢽     ⢎ ⢕ ⣗ ⣗        2348 1358 123578 123578 134568                   
1660   11001111100  sort      ⠎⠕⠗⠞      ⢎⢕⣗⠞      ⢎ ⢕ ⣗ ⠞        2348 1358 123578 2345                            
1661   11001111101  soul      ⠎⠕⠥⠇      ⢎⢕⢥⡇      ⢎ ⢕ ⢥ ⡇        2348 1358 1368 1237                              
1662   11001111110  sound     ⠎⠕⠥⠝⠙     ⢎⢕⢥⠝⡙     ⢎ ⢕ ⢥ ⠝        2348 1358 1368 1345 1457                         
1663   11001111111  soup      ⠎⠕⠥⠏      ⢎⢕⢥⣏      ⢎ ⢕ ⢥ ⣏        2348 1358 1368 123478                            
1664   11010000000  source    ⠎⠕⠥⠗⠉⠑    ⢎⢕⢥⣗⣉⣑    ⢎ ⢕ ⢥ ⣗        2348 1358 1368 123578 1478 1578                  
1665   11010000001  south     ⠎⠕⠥⠞⠓     ⢎⢕⢥⠞⢓     ⢎ ⢕ ⢥ ⠞        2348 1358 1368 2345 1258                         
1666   11010000010  space     ⠎⠏⠁⠉⠑     ⢎⣏⡁⣉⣑     ⢎ ⣏ ⡁ ⣉        2348 123478 17 1478 1578                         
1667   11010000011  spare     ⠎⠏⠁⠗⠑     ⢎⣏⡁⣗⣑     ⢎ ⣏ ⡁ ⣗        2348 123478 17 123578 1578                       
1668   11010000100  spatial   ⠎⠏⠁⠞⠊⠁⠇   ⢎⣏⡁⠞⣊⡁⡇   ⢎ ⣏ ⡁ ⠞        2348 123478 17 2345 2478 17 1237                 
1669   11010000101  spawn     ⠎⠏⠁⠺⠝     ⢎⣏⡁⣺⠝     ⢎ ⣏ ⡁ ⣺        2348 123478 17 245678 1345                       
1670   11010000110  speak     ⠎⠏⠑⠁⠅     ⢎⣏⣑⡁⠅     ⢎ ⣏ ⣑ ⡁        2348 123478 1578 17 13                           
1671   11010000111  special   ⠎⠏⠑⠉⠊⠁⠇   ⢎⣏⣑⣉⣊⡁⡇   ⢎ ⣏ ⣑ ⣉        2348 123478 1578 1478 2478 17 1237               
1672   11010001000  speed     ⠎⠏⠑⠑⠙     ⢎⣏⣑⣑⡙     ⢎ ⣏ ⣑ ⣑        2348 123478 1578 1578 1457                       
1673   11010001001  spell     ⠎⠏⠑⠇⠇     ⢎⣏⣑⡇⡇     ⢎ ⣏ ⣑ ⡇        2348 123478 1578 1237 1237                       
1674   11010001010  spend     ⠎⠏⠑⠝⠙     ⢎⣏⣑⠝⡙     ⢎ ⣏ ⣑ ⠝        2348 123478 1578 1345 1457                       
1675   11010001011  sphere    ⠎⠏⠓⠑⠗⠑    ⢎⣏⢓⣑⣗⣑    ⢎ ⣏ ⢓ ⣑        2348 123478 1258 1578 123578 1578                
1676   11010001100  spice     ⠎⠏⠊⠉⠑     ⢎⣏⣊⣉⣑     ⢎ ⣏ ⣊ ⣉        2348 123478 2478 1478 1578                       
1677   11010001101  spider    ⠎⠏⠊⠙⠑⠗    ⢎⣏⣊⡙⣑⣗    ⢎ ⣏ ⣊ ⡙        2348 123478 2478 1457 1578 123578                
1678   11010001110  spike     ⠎⠏⠊⠅⠑     ⢎⣏⣊⠅⣑     ⢎ ⣏ ⣊ ⠅        2348 123478 2478 13 1578                         
1679   11010001111  spin      ⠎⠏⠊⠝      ⢎⣏⣊⠝      ⢎ ⣏ ⣊ ⠝        2348 123478 2478 1345                            
1680   11010010000  spirit    ⠎⠏⠊⠗⠊⠞    ⢎⣏⣊⣗⣊⠞    ⢎ ⣏ ⣊ ⣗        2348 123478 2478 123578 2478 2345                
1681   11010010001  split     ⠎⠏⠇⠊⠞     ⢎⣏⡇⣊⠞     ⢎ ⣏ ⡇ ⣊        2348 123478 1237 2478 2345                       
1682   11010010010  spoil     ⠎⠏⠕⠊⠇     ⢎⣏⢕⣊⡇     ⢎ ⣏ ⢕ ⣊        2348 123478 1358 2478 1237                       
1683   11010010011  sponsor   ⠎⠏⠕⠝⠎⠕⠗   ⢎⣏⢕⠝⢎⢕⣗   ⢎ ⣏ ⢕ ⠝        2348 123478 1358 1345 2348 1358 123578           
1684   11010010100  spoon     ⠎⠏⠕⠕⠝     ⢎⣏⢕⢕⠝     ⢎ ⣏ ⢕ ⢕        2348 123478 1358 1358 1345                       
1685   11010010101  sport     ⠎⠏⠕⠗⠞     ⢎⣏⢕⣗⠞     ⢎ ⣏ ⢕ ⣗        2348 123478 1358 123578 2345                     
1686   11010010110  spot      ⠎⠏⠕⠞      ⢎⣏⢕⠞      ⢎ ⣏ ⢕ ⠞        2348 123478 1358 2345                            
1687   11010010111  spray     ⠎⠏⠗⠁⠽     ⢎⣏⣗⡁⢽     ⢎ ⣏ ⣗ ⡁        2348 123478 123578 17 134568                     
1688   11010011000  spread    ⠎⠏⠗⠑⠁⠙    ⢎⣏⣗⣑⡁⡙    ⢎ ⣏ ⣗ ⣑        2348 123478 123578 1578 17 1457                  
1689   11010011001  spring    ⠎⠏⠗⠊⠝⠛    ⢎⣏⣗⣊⠝⠛    ⢎ ⣏ ⣗ ⣊        2348 123478 123578 2478 1345 1245                
1690   11010011010  spy       ⠎⠏⠽       ⢎⣏⢽       ⢎ ⣏ ⢽          2348 123478 134568                               
1691   11010011011  square    ⠎⠟⠥⠁⠗⠑    ⢎⡟⢥⡁⣗⣑    ⢎ ⡟ ⢥ ⡁        2348 123457 1368 17 123578 1578                  
1692   11010011100  squeeze   ⠎⠟⠥⠑⠑⠵⠑   ⢎⡟⢥⣑⣑⠵⣑   ⢎ ⡟ ⢥ ⣑        2348 123457 1368 1578 1578 1356 1578             
1693   11010011101  squirrel  ⠎⠟⠥⠊⠗⠗⠑⠇  ⢎⡟⢥⣊⣗⣗⣑⡇  ⢎ ⡟ ⢥ ⣊        2348 123457 1368 2478 123578 123578 1578 1237    
1694   11010011110  stable    ⠎⠞⠁⠃⠇⠑    ⢎⠞⡁⠃⡇⣑    ⢎ ⠞ ⡁ ⠃        2348 2345 17 12 1237 1578                        
1695   11010011111  stadium   ⠎⠞⠁⠙⠊⠥⠍   ⢎⠞⡁⡙⣊⢥⢍   ⢎ ⠞ ⡁ ⡙        2348 2345 17 1457 2478 1368 1348                 
1696   11010100000  staff     ⠎⠞⠁⠋⠋     ⢎⠞⡁⢋⢋     ⢎ ⠞ ⡁ ⢋        2348 2345 17 1248 1248                           
1697   11010100001  stage     ⠎⠞⠁⠛⠑     ⢎⠞⡁⠛⣑     ⢎ ⠞ ⡁ ⠛        2348 2345 17 1245 1578                           
1698   11010100010  stairs    ⠎⠞⠁⠊⠗⠎    ⢎⠞⡁⣊⣗⢎    ⢎ ⠞ ⡁ ⣊        2348 2345 17 2478 123578 2348                    
1699   11010100011  stamp     ⠎⠞⠁⠍⠏     ⢎⠞⡁⢍⣏     ⢎ ⠞ ⡁ ⢍        2348 2345 17 1348 123478                         
1700   11010100100  stand     ⠎⠞⠁⠝⠙     ⢎⠞⡁⠝⡙     ⢎ ⠞ ⡁ ⠝        2348 2345 17 1345 1457                           
1701   11010100101  start     ⠎⠞⠁⠗⠞     ⢎⠞⡁⣗⠞     ⢎ ⠞ ⡁ ⣗        2348 2345 17 123578 2345                         
1702   11010100110  state     ⠎⠞⠁⠞⠑     ⢎⠞⡁⠞⣑     ⢎ ⠞ ⡁ ⠞        2348 2345 17 2345 1578                           
1703   11010100111  stay      ⠎⠞⠁⠽      ⢎⠞⡁⢽      ⢎ ⠞ ⡁ ⢽        2348 2345 17 134568                              
1704   11010101000  steak     ⠎⠞⠑⠁⠅     ⢎⠞⣑⡁⠅     ⢎ ⠞ ⣑ ⡁        2348 2345 1578 17 13                             
1705   11010101001  steel     ⠎⠞⠑⠑⠇     ⢎⠞⣑⣑⡇     ⢎ ⠞ ⣑ ⣑        2348 2345 1578 1578 1237                         
1706   11010101010  stem      ⠎⠞⠑⠍      ⢎⠞⣑⢍      ⢎ ⠞ ⣑ ⢍        2348 2345 1578 1348                              
1707   11010101011  step      ⠎⠞⠑⠏      ⢎⠞⣑⣏      ⢎ ⠞ ⣑ ⣏        2348 2345 1578 123478                            
1708   11010101100  stereo    ⠎⠞⠑⠗⠑⠕    ⢎⠞⣑⣗⣑⢕    ⢎ ⠞ ⣑ ⣗        2348 2345 1578 123578 1578 1358                  
1709   11010101101  stick     ⠎⠞⠊⠉⠅     ⢎⠞⣊⣉⠅     ⢎ ⠞ ⣊ ⣉        2348 2345 2478 1478 13                           
1710   11010101110  still     ⠎⠞⠊⠇⠇     ⢎⠞⣊⡇⡇     ⢎ ⠞ ⣊ ⡇        2348 2345 2478 1237 1237                         
1711   11010101111  sting     ⠎⠞⠊⠝⠛     ⢎⠞⣊⠝⠛     ⢎ ⠞ ⣊ ⠝        2348 2345 2478 1345 1245                         
1712   11010110000  stock     ⠎⠞⠕⠉⠅     ⢎⠞⢕⣉⠅     ⢎ ⠞ ⢕ ⣉        2348 2345 1358 1478 13                           
1713   11010110001  stomach   ⠎⠞⠕⠍⠁⠉⠓   ⢎⠞⢕⢍⡁⣉⢓   ⢎ ⠞ ⢕ ⢍        2348 2345 1358 1348 17 1478 1258                 
1714   11010110010  stone     ⠎⠞⠕⠝⠑     ⢎⠞⢕⠝⣑     ⢎ ⠞ ⢕ ⠝        2348 2345 1358 1345 1578                         
1715   11010110011  stool     ⠎⠞⠕⠕⠇     ⢎⠞⢕⢕⡇     ⢎ ⠞ ⢕ ⢕        2348 2345 1358 1358 1237                         
1716   11010110100  story     ⠎⠞⠕⠗⠽     ⢎⠞⢕⣗⢽     ⢎ ⠞ ⢕ ⣗        2348 2345 1358 123578 134568                     
1717   11010110101  stove     ⠎⠞⠕⠧⠑     ⢎⠞⢕⣧⣑     ⢎ ⠞ ⢕ ⣧        2348 2345 1358 123678 1578                       
1718   11010110110  strategy  ⠎⠞⠗⠁⠞⠑⠛⠽  ⢎⠞⣗⡁⠞⣑⠛⢽  ⢎ ⠞ ⣗ ⡁        2348 2345 123578 17 2345 1578 1245 134568        
1719   11010110111  street    ⠎⠞⠗⠑⠑⠞    ⢎⠞⣗⣑⣑⠞    ⢎ ⠞ ⣗ ⣑        2348 2345 123578 1578 1578 2345                  
1720   11010111000  strike    ⠎⠞⠗⠊⠅⠑    ⢎⠞⣗⣊⠅⣑    ⢎ ⠞ ⣗ ⣊        2348 2345 123578 2478 13 1578                    
1721   11010111001  strong    ⠎⠞⠗⠕⠝⠛    ⢎⠞⣗⢕⠝⠛    ⢎ ⠞ ⣗ ⢕        2348 2345 123578 1358 1345 1245                  
1722   11010111010  struggle  ⠎⠞⠗⠥⠛⠛⠇⠑  ⢎⠞⣗⢥⠛⠛⡇⣑  ⢎ ⠞ ⣗ ⢥        2348 2345 123578 1368 1245 1245 1237 1578        
1723   11010111011  student   ⠎⠞⠥⠙⠑⠝⠞   ⢎⠞⢥⡙⣑⠝⠞   ⢎ ⠞ ⢥ ⡙        2348 2345 1368 1457 1578 1345 2345               
1724   11010111100  stuff     ⠎⠞⠥⠋⠋     ⢎⠞⢥⢋⢋     ⢎ ⠞ ⢥ ⢋        2348 2345 1368 1248 1248                         
1725   11010111101  stumble   ⠎⠞⠥⠍⠃⠇⠑   ⢎⠞⢥⢍⠃⡇⣑   ⢎ ⠞ ⢥ ⢍        2348 2345 1368 1348 12 1237 1578                 
1726   11010111110  style     ⠎⠞⠽⠇⠑     ⢎⠞⢽⡇⣑     ⢎ ⠞ ⢽ ⡇        2348 2345 134568 1237 1578                       
1727   11010111111  subject   ⠎⠥⠃⠚⠑⠉⠞   ⢎⢥⠃⡚⣑⣉⠞   ⢎ ⢥ ⠃ ⡚        2348 1368 12 2457 1578 1478 2345                 
1728   11011000000  submit    ⠎⠥⠃⠍⠊⠞    ⢎⢥⠃⢍⣊⠞    ⢎ ⢥ ⠃ ⢍        2348 1368 12 1348 2478 2345                      
1729   11011000001  subway    ⠎⠥⠃⠺⠁⠽    ⢎⢥⠃⣺⡁⢽    ⢎ ⢥ ⠃ ⣺        2348 1368 12 245678 17 134568                    
1730   11011000010  success   ⠎⠥⠉⠉⠑⠎⠎   ⢎⢥⣉⣉⣑⢎⢎   ⢎ ⢥ ⣉ ⣉        2348 1368 1478 1478 1578 2348 2348               
1731   11011000011  such      ⠎⠥⠉⠓      ⢎⢥⣉⢓      ⢎ ⢥ ⣉ ⢓        2348 1368 1478 1258                              
1732   11011000100  sudden    ⠎⠥⠙⠙⠑⠝    ⢎⢥⡙⡙⣑⠝    ⢎ ⢥ ⡙ ⡙        2348 1368 1457 1457 1578 1345                    
1733   11011000101  suffer    ⠎⠥⠋⠋⠑⠗    ⢎⢥⢋⢋⣑⣗    ⢎ ⢥ ⢋ ⢋        2348 1368 1248 1248 1578 123578                  
1734   11011000110  sugar     ⠎⠥⠛⠁⠗     ⢎⢥⠛⡁⣗     ⢎ ⢥ ⠛ ⡁        2348 1368 1245 17 123578                         
1735   11011000111  suggest   ⠎⠥⠛⠛⠑⠎⠞   ⢎⢥⠛⠛⣑⢎⠞   ⢎ ⢥ ⠛ ⠛        2348 1368 1245 1245 1578 2348 2345               
1736   11011001000  suit      ⠎⠥⠊⠞      ⢎⢥⣊⠞      ⢎ ⢥ ⣊ ⠞        2348 1368 2478 2345                              
1737   11011001001  summer    ⠎⠥⠍⠍⠑⠗    ⢎⢥⢍⢍⣑⣗    ⢎ ⢥ ⢍ ⢍        2348 1368 1348 1348 1578 123578                  
1738   11011001010  sun       ⠎⠥⠝       ⢎⢥⠝       ⢎ ⢥ ⠝          2348 1368 1345                                   
1739   11011001011  sunny     ⠎⠥⠝⠝⠽     ⢎⢥⠝⠝⢽     ⢎ ⢥ ⠝ ⠝        2348 1368 1345 1345 134568                       
1740   11011001100  sunset    ⠎⠥⠝⠎⠑⠞    ⢎⢥⠝⢎⣑⠞    ⢎ ⢥ ⠝ ⢎        2348 1368 1345 2348 1578 2345                    
1741   11011001101  super     ⠎⠥⠏⠑⠗     ⢎⢥⣏⣑⣗     ⢎ ⢥ ⣏ ⣑        2348 1368 123478 1578 123578                     
1742   11011001110  supply    ⠎⠥⠏⠏⠇⠽    ⢎⢥⣏⣏⡇⢽    ⢎ ⢥ ⣏ ⣏        2348 1368 123478 123478 1237 134568              
1743   11011001111  supreme   ⠎⠥⠏⠗⠑⠍⠑   ⢎⢥⣏⣗⣑⢍⣑   ⢎ ⢥ ⣏ ⣗        2348 1368 123478 123578 1578 1348 1578           
1744   11011010000  sure      ⠎⠥⠗⠑      ⢎⢥⣗⣑      ⢎ ⢥ ⣗ ⣑        2348 1368 123578 1578                            
1745   11011010001  surface   ⠎⠥⠗⠋⠁⠉⠑   ⢎⢥⣗⢋⡁⣉⣑   ⢎ ⢥ ⣗ ⢋        2348 1368 123578 1248 17 1478 1578               
1746   11011010010  surge     ⠎⠥⠗⠛⠑     ⢎⢥⣗⠛⣑     ⢎ ⢥ ⣗ ⠛        2348 1368 123578 1245 1578                       
1747   11011010011  surprise  ⠎⠥⠗⠏⠗⠊⠎⠑  ⢎⢥⣗⣏⣗⣊⢎⣑  ⢎ ⢥ ⣗ ⣏        2348 1368 123578 123478 123578 2478 2348 1578    
1748   11011010100  surround  ⠎⠥⠗⠗⠕⠥⠝⠙  ⢎⢥⣗⣗⢕⢥⠝⡙  ⢎ ⢥ ⣗ ⣗        2348 1368 123578 123578 1358 1368 1345 1457      
1749   11011010101  survey    ⠎⠥⠗⠧⠑⠽    ⢎⢥⣗⣧⣑⢽    ⢎ ⢥ ⣗ ⣧        2348 1368 123578 123678 1578 134568              
1750   11011010110  suspect   ⠎⠥⠎⠏⠑⠉⠞   ⢎⢥⢎⣏⣑⣉⠞   ⢎ ⢥ ⢎ ⣏        2348 1368 2348 123478 1578 1478 2345             
1751   11011010111  sustain   ⠎⠥⠎⠞⠁⠊⠝   ⢎⢥⢎⠞⡁⣊⠝   ⢎ ⢥ ⢎ ⠞        2348 1368 2348 2345 17 2478 1345                 
1752   11011011000  swallow   ⠎⠺⠁⠇⠇⠕⠺   ⢎⣺⡁⡇⡇⢕⣺   ⢎ ⣺ ⡁ ⡇        2348 245678 17 1237 1237 1358 245678             
1753   11011011001  swamp     ⠎⠺⠁⠍⠏     ⢎⣺⡁⢍⣏     ⢎ ⣺ ⡁ ⢍        2348 245678 17 1348 123478                       
1754   11011011010  swap      ⠎⠺⠁⠏      ⢎⣺⡁⣏      ⢎ ⣺ ⡁ ⣏        2348 245678 17 123478                            
1755   11011011011  swarm     ⠎⠺⠁⠗⠍     ⢎⣺⡁⣗⢍     ⢎ ⣺ ⡁ ⣗        2348 245678 17 123578 1348                       
1756   11011011100  swear     ⠎⠺⠑⠁⠗     ⢎⣺⣑⡁⣗     ⢎ ⣺ ⣑ ⡁        2348 245678 1578 17 123578                       
1757   11011011101  sweet     ⠎⠺⠑⠑⠞     ⢎⣺⣑⣑⠞     ⢎ ⣺ ⣑ ⣑        2348 245678 1578 1578 2345                       
1758   11011011110  swift     ⠎⠺⠊⠋⠞     ⢎⣺⣊⢋⠞     ⢎ ⣺ ⣊ ⢋        2348 245678 2478 1248 2345                       
1759   11011011111  swim      ⠎⠺⠊⠍      ⢎⣺⣊⢍      ⢎ ⣺ ⣊ ⢍        2348 245678 2478 1348                            
1760   11011100000  swing     ⠎⠺⠊⠝⠛     ⢎⣺⣊⠝⠛     ⢎ ⣺ ⣊ ⠝        2348 245678 2478 1345 1245                       
1761   11011100001  switch    ⠎⠺⠊⠞⠉⠓    ⢎⣺⣊⠞⣉⢓    ⢎ ⣺ ⣊ ⠞        2348 245678 2478 2345 1478 1258                  
1762   11011100010  sword     ⠎⠺⠕⠗⠙     ⢎⣺⢕⣗⡙     ⢎ ⣺ ⢕ ⣗        2348 245678 1358 123578 1457                     
1763   11011100011  symbol    ⠎⠽⠍⠃⠕⠇    ⢎⢽⢍⠃⢕⡇    ⢎ ⢽ ⢍ ⠃        2348 134568 1348 12 1358 1237                    
1764   11011100100  symptom   ⠎⠽⠍⠏⠞⠕⠍   ⢎⢽⢍⣏⠞⢕⢍   ⢎ ⢽ ⢍ ⣏        2348 134568 1348 123478 2345 1358 1348           
1765   11011100101  syrup     ⠎⠽⠗⠥⠏     ⢎⢽⣗⢥⣏     ⢎ ⢽ ⣗ ⢥        2348 134568 123578 1368 123478                   
1766   11011100110  system    ⠎⠽⠎⠞⠑⠍    ⢎⢽⢎⠞⣑⢍    ⢎ ⢽ ⢎ ⠞        2348 134568 2348 2345 1578 1348                  
1767   11011100111  table     ⠞⠁⠃⠇⠑     ⠞⡁⠃⡇⣑     ⠞ ⡁ ⠃ ⡇        2345 17 12 1237 1578                             
1768   11011101000  tackle    ⠞⠁⠉⠅⠇⠑    ⠞⡁⣉⠅⡇⣑    ⠞ ⡁ ⣉ ⠅        2345 17 1478 13 1237 1578                        
1769   11011101001  tag       ⠞⠁⠛       ⠞⡁⠛       ⠞ ⡁ ⠛          2345 17 1245                                     
1770   11011101010  tail      ⠞⠁⠊⠇      ⠞⡁⣊⡇      ⠞ ⡁ ⣊ ⡇        2345 17 2478 1237                                
1771   11011101011  talent    ⠞⠁⠇⠑⠝⠞    ⠞⡁⡇⣑⠝⠞    ⠞ ⡁ ⡇ ⣑        2345 17 1237 1578 1345 2345                      
1772   11011101100  talk      ⠞⠁⠇⠅      ⠞⡁⡇⠅      ⠞ ⡁ ⡇ ⠅        2345 17 1237 13                                  
1773   11011101101  tank      ⠞⠁⠝⠅      ⠞⡁⠝⠅      ⠞ ⡁ ⠝ ⠅        2345 17 1345 13                                  
1774   11011101110  tape      ⠞⠁⠏⠑      ⠞⡁⣏⣑      ⠞ ⡁ ⣏ ⣑        2345 17 123478 1578                              
1775   11011101111  target    ⠞⠁⠗⠛⠑⠞    ⠞⡁⣗⠛⣑⠞    ⠞ ⡁ ⣗ ⠛        2345 17 123578 1245 1578 2345                    
1776   11011110000  task      ⠞⠁⠎⠅      ⠞⡁⢎⠅      ⠞ ⡁ ⢎ ⠅        2345 17 2348 13                                  
1777   11011110001  taste     ⠞⠁⠎⠞⠑     ⠞⡁⢎⠞⣑     ⠞ ⡁ ⢎ ⠞        2345 17 2348 2345 1578                           
